folio,nro,depto,area,suf_disc,victima,inseguridad,prob_disc_logit,prob_disc_rf,y_pred_logit,y_pred_rf
263-016857-A-0051,1.0,La Paz,Urbano,0,0,1,0.4518,0.4171,0,0
263-016857-A-0061,2.0,La Paz,Urbano,0,1,1,0.4606,0.4207,0,0
263-015928-A-0161,1.0,La Paz,Urbano,0,0,0,0.6566,0.4977,1,0
263-015928-A-0191,1.0,La Paz,Urbano,0,0,1,0.5717,0.4543,1,0
263-015928-A-0231,1.0,La Paz,Urbano,0,0,1,0.552,0.3976,1,0
263-015928-A-0261,1.0,La Paz,Urbano,0,0,1,0.4478,0.3779,0,0
263-015928-A-0291,1.0,La Paz,Urbano,0,0,1,0.4423,0.4725,0,0
263-015928-A-0331,1.0,La Paz,Urbano,1,1,1,0.6515,0.7055,1,1
263-015928-A-0361,1.0,La Paz,Urbano,0,0,1,0.5062,0.4915,1,0
263-015928-A-0021,4.0,La Paz,Urbano,0,0,1,0.408,0.4244,0,0
263-015928-A-0051,1.0,La Paz,Urbano,0,0,1,0.7595,0.5031,1,1
263-015928-A-0091,1.0,La Paz,Urbano,0,0,1,0.372,0.3409,0,0
263-016275-A-0181,1.0,La Paz,Urbano,0,0,1,0.6634,0.4403,1,0
263-016275-A-0231,1.0,La Paz,Urbano,0,0,1,0.7462,0.5029,1,1
263-016275-A-0271,2.0,La Paz,Urbano,0,0,1,0.6046,0.3885,1,0
263-016275-A-0311,2.0,La Paz,Urbano,1,0,1,0.4673,0.5526,0,1
263-016275-A-0361,3.0,La Paz,Urbano,0,0,1,0.607,0.4928,1,0
263-016275-A-0441,3.0,La Paz,Urbano,0,1,1,0.5237,0.3576,1,0
263-016275-A-0491,1.0,La Paz,Urbano,0,0,1,0.6663,0.4293,1,0
263-016377-A-0191,1.0,La Paz,Urbano,0,0,1,0.5691,0.6046,1,1
263-016377-A-0011,1.0,La Paz,Urbano,0,0,1,0.6239,0.4866,1,0
263-016377-A-0071,4.0,La Paz,Urbano,0,0,1,0.5015,0.3624,1,0
263-016377-A-0131,1.0,La Paz,Urbano,0,0,0,0.4374,0.3763,0,0
263-016377-A-0251,1.0,La Paz,Urbano,1,1,0,0.6824,0.708,1,1
263-016377-A-0311,1.0,La Paz,Urbano,1,0,1,0.7124,0.7702,1,1
263-016377-A-0371,1.0,La Paz,Urbano,0,0,0,0.5308,0.3727,1,0
263-016377-A-0671,1.0,La Paz,Urbano,0,0,1,0.7305,0.6641,1,1
263-016377-A-0491,1.0,La Paz,Urbano,0,0,1,0.4587,0.4407,0,0
263-016377-A-0551,1.0,La Paz,Urbano,0,0,1,0.4889,0.474,0,0
263-016377-A-0611,4.0,La Paz,Urbano,0,0,1,0.4881,0.5085,0,1
263-016585-A-0131,3.0,La Paz,Urbano,0,0,1,0.4487,0.4191,0,0
263-016585-A-0161,1.0,La Paz,Urbano,0,0,1,0.6527,0.4797,1,0
263-016585-A-0181,5.0,La Paz,Urbano,0,0,1,0.5753,0.3834,1,0
263-016585-A-0211,1.0,La Paz,Urbano,0,0,1,0.5729,0.4036,1,0
263-016585-A-0051,1.0,La Paz,Urbano,1,0,1,0.7067,0.7395,1,1
263-016585-A-0071,1.0,La Paz,Urbano,0,0,1,0.4815,0.3815,0,0
263-016585-A-0101,1.0,La Paz,Urbano,1,0,1,0.6525,0.6991,1,1
263-016585-A-0241,1.0,La Paz,Urbano,0,0,1,0.6762,0.6581,1,1
263-016585-A-0271,1.0,La Paz,Urbano,0,1,1,0.5874,0.5185,1,1
263-016585-A-0291,1.0,La Paz,Urbano,0,1,1,0.5249,0.4496,1,0
263-016585-A-0321,2.0,La Paz,Urbano,0,1,1,0.582,0.4656,1,0
263-016721-A-0011,1.0,La Paz,Urbano,0,0,1,0.6738,0.5018,1,1
263-016721-A-0031,4.0,La Paz,Urbano,0,0,1,0.4052,0.4711,0,0
263-016721-A-0041,1.0,La Paz,Urbano,1,0,1,0.5381,0.6587,1,1
263-016721-A-0061,1.0,La Paz,Urbano,0,0,1,0.5449,0.5815,1,1
263-016721-A-0161,1.0,La Paz,Urbano,0,1,1,0.8595,0.7134,1,1
263-016721-A-0181,3.0,La Paz,Urbano,1,0,0,0.6715,0.6941,1,1
263-016721-A-0081,1.0,La Paz,Urbano,0,1,1,0.4974,0.3474,0,0
263-016721-A-0091,2.0,La Paz,Urbano,0,1,1,0.4487,0.3445,0,0
263-016721-A-0111,1.0,La Paz,Urbano,0,0,1,0.4974,0.3956,0,0
263-016721-A-0131,3.0,La Paz,Urbano,0,0,1,0.4695,0.4558,0,0
262-012154-A-0101,1.0,La Paz,Urbano,1,1,0,0.7182,0.7482,1,1
262-012154-A-0121,3.0,La Paz,Urbano,0,0,1,0.6108,0.348,1,0
262-012154-A-0141,4.0,La Paz,Urbano,0,0,1,0.5899,0.3876,1,0
262-012154-A-0161,1.0,La Paz,Urbano,0,0,1,0.3905,0.395,0,0
262-012154-A-0041,4.0,La Paz,Urbano,0,0,1,0.5936,0.3154,1,0
262-012154-A-0081,2.0,La Paz,Urbano,0,0,1,0.7049,0.4747,1,0
262-012154-A-0181,2.0,La Paz,Urbano,0,0,1,0.792,0.6527,1,1
262-012154-A-0221,2.0,La Paz,Urbano,0,0,1,0.7465,0.4229,1,0
262-012154-A-0241,1.0,La Paz,Urbano,0,0,1,0.7916,0.6147,1,1
262-012737-A-0011,4.0,La Paz,Urbano,0,0,1,0.6193,0.3418,1,0
262-012737-A-0031,1.0,La Paz,Urbano,0,1,1,0.6325,0.4677,1,0
262-012737-A-0061,1.0,La Paz,Urbano,0,0,1,0.7428,0.3955,1,0
262-012737-A-0081,1.0,La Paz,Urbano,0,0,1,0.7204,0.6209,1,1
262-012737-A-0201,1.0,La Paz,Urbano,0,0,0,0.5988,0.545,1,1
262-012737-A-0251,4.0,La Paz,Urbano,1,0,0,0.4987,0.5737,0,1
262-012737-A-0271,1.0,La Paz,Urbano,0,1,1,0.4824,0.4235,0,0
262-012737-A-0101,1.0,La Paz,Urbano,0,1,0,0.4099,0.3776,0,0
262-012737-A-0151,1.0,La Paz,Urbano,0,0,1,0.4506,0.3889,0,0
262-012737-A-0131,1.0,La Paz,Urbano,0,0,1,0.5075,0.4155,1,0
262-012737-A-0181,3.0,La Paz,Urbano,0,0,1,0.5004,0.3886,1,0
263-015943-A-0101,3.0,La Paz,Urbano,0,0,0,0.4967,0.2715,0,0
263-015943-A-0131,1.0,La Paz,Urbano,0,0,1,0.3655,0.3204,0,0
263-015943-A-0121,1.0,La Paz,Urbano,0,0,1,0.4338,0.351,0,0
263-015943-A-0191,3.0,La Paz,Urbano,0,0,1,0.6767,0.3298,1,0
263-015943-A-0171,3.0,La Paz,Urbano,1,0,1,0.52,0.5152,1,1
263-015943-A-0151,3.0,La Paz,Urbano,0,1,1,0.6298,0.5795,1,1
263-015943-A-0201,1.0,La Paz,Urbano,0,0,1,0.3563,0.2744,0,0
263-015943-A-0011,3.0,La Paz,Urbano,0,0,0,0.3741,0.2668,0,0
263-015943-A-0031,3.0,La Paz,Urbano,0,0,0,0.4269,0.2764,0,0
263-015943-A-0051,3.0,La Paz,Urbano,0,0,0,0.5104,0.3295,1,0
263-015943-A-0061,1.0,La Paz,Urbano,0,0,0,0.6268,0.461,1,0
262-010993-A-0101,3.0,La Paz,Urbano,0,1,1,0.4185,0.3922,0,0
262-010993-A-0141,1.0,La Paz,Urbano,0,1,1,0.5864,0.3957,1,0
262-010993-A-0161,3.0,La Paz,Urbano,0,0,1,0.5178,0.5249,1,1
262-010993-A-0121,1.0,La Paz,Urbano,0,0,1,0.7165,0.3671,1,0
262-010993-A-0181,1.0,La Paz,Urbano,1,1,1,0.6338,0.5581,1,1
262-010993-A-0201,3.0,La Paz,Urbano,0,0,1,0.4711,0.4021,0,0
262-010993-A-0221,1.0,La Paz,Urbano,0,0,0,0.4284,0.3576,0,0
262-010993-A-0241,3.0,La Paz,Urbano,0,0,1,0.4189,0.3854,0,0
262-010993-A-0011,1.0,La Paz,Urbano,0,0,0,0.5942,0.4106,1,0
262-010993-A-0041,1.0,La Paz,Urbano,0,0,0,0.4734,0.5111,0,1
262-010993-A-0061,2.0,La Paz,Urbano,0,0,0,0.5715,0.4177,1,0
262-010993-A-0081,1.0,La Paz,Urbano,0,0,1,0.3928,0.3198,0,0
263-016050-A-0161,1.0,La Paz,Urbano,1,1,1,0.6818,0.7032,1,1
263-016050-A-0171,2.0,La Paz,Urbano,0,1,1,0.5908,0.3884,1,0
263-016050-A-0191,2.0,La Paz,Urbano,0,0,1,0.5162,0.3884,1,0
263-016050-A-0211,3.0,La Paz,Urbano,0,0,1,0.4239,0.4715,0,0
263-016050-A-0081,3.0,La Paz,Urbano,0,0,1,0.382,0.28,0,0
263-016050-A-0101,2.0,La Paz,Urbano,1,0,1,0.8248,0.7418,1,1
263-016050-A-0121,1.0,La Paz,Urbano,0,0,1,0.5391,0.3968,1,0
263-016050-A-0141,4.0,La Paz,Urbano,0,0,1,0.4913,0.3914,0,0
263-016050-A-0011,3.0,La Paz,Urbano,0,0,0,0.4531,0.4315,0,0
263-016050-A-0031,1.0,La Paz,Urbano,0,0,0,0.3992,0.3545,0,0
263-016050-A-0051,1.0,La Paz,Urbano,0,0,0,0.3868,0.3246,0,0
263-016050-A-0061,1.0,La Paz,Urbano,0,0,1,0.5195,0.4514,1,0
262-011135-A-0181,4.0,La Paz,Urbano,1,0,1,0.4046,0.5322,0,1
262-011135-A-0161,3.0,La Paz,Urbano,0,0,1,0.4698,0.4886,0,0
262-011135-A-0211,2.0,La Paz,Urbano,0,0,1,0.5042,0.3786,1,0
262-011135-A-0021,3.0,La Paz,Urbano,0,0,1,0.438,0.4185,0,0
262-011135-A-0051,3.0,La Paz,Urbano,1,0,1,0.6174,0.4076,1,0
262-011135-A-0071,3.0,La Paz,Urbano,1,1,1,0.5669,0.4164,1,0
262-011135-A-0101,1.0,La Paz,Urbano,0,0,1,0.6819,0.5867,1,1
262-011135-A-0241,3.0,La Paz,Urbano,0,0,1,0.4083,0.2805,0,0
262-011135-A-0271,4.0,La Paz,Urbano,0,0,0,0.4461,0.3085,0,0
262-011135-A-0291,3.0,La Paz,Urbano,0,0,0,0.4723,0.31,0,0
262-011135-A-0321,1.0,La Paz,Urbano,0,0,0,0.4556,0.4705,0,0
263-016477-A-0041,3.0,La Paz,Urbano,0,0,1,0.4742,0.4633,0,0
263-016477-A-0091,3.0,La Paz,Urbano,0,1,1,0.6141,0.439,1,0
263-016477-A-0141,3.0,La Paz,Urbano,0,0,1,0.4351,0.2781,0,0
263-016477-A-0181,1.0,La Paz,Urbano,0,0,1,0.638,0.5161,1,1
263-016477-A-0421,1.0,La Paz,Urbano,1,0,0,0.5419,0.6959,1,1
263-016477-A-0471,3.0,La Paz,Urbano,0,0,1,0.4537,0.4408,0,0
263-016477-A-0521,3.0,La Paz,Urbano,1,0,0,0.486,0.3969,0,0
263-016477-A-0561,1.0,La Paz,Urbano,0,1,1,0.3858,0.3424,0,0
263-016477-A-0231,1.0,La Paz,Urbano,0,0,0,0.48,0.3662,0,0
263-016477-A-0281,4.0,La Paz,Urbano,0,0,0,0.4579,0.3069,0,0
263-016477-A-0331,1.0,La Paz,Urbano,1,0,1,0.7435,0.53,1,1
263-016477-A-0371,4.0,La Paz,Urbano,0,0,1,0.5172,0.5231,1,1
262-011509-A-0281,2.0,La Paz,Urbano,0,0,0,0.7618,0.5429,1,1
262-011509-A-0251,3.0,La Paz,Urbano,1,0,0,0.4003,0.4591,0,0
262-011509-A-0311,1.0,La Paz,Urbano,0,0,1,0.6626,0.5166,1,1
262-011509-A-0341,1.0,La Paz,Urbano,0,0,1,0.774,0.5369,1,1
262-011509-A-0131,3.0,La Paz,Urbano,0,0,1,0.361,0.2842,0,0
262-011509-A-0161,1.0,La Paz,Urbano,0,0,1,0.5811,0.5789,1,1
262-011509-A-0191,1.0,La Paz,Urbano,0,0,1,0.5002,0.3841,1,0
262-011509-A-0221,3.0,La Paz,Urbano,0,0,1,0.5342,0.3761,1,0
262-011509-A-0011,3.0,La Paz,Urbano,0,0,0,0.7499,0.486,1,0
262-011509-A-0071,1.0,La Paz,Urbano,0,0,1,0.5555,0.4489,1,0
262-011509-A-0101,1.0,La Paz,Urbano,0,0,1,0.5785,0.4979,1,0
262-012024-A-0151,1.0,La Paz,Urbano,0,0,1,0.7832,0.4551,1,0
262-012024-A-0101,2.0,La Paz,Urbano,0,0,1,0.5704,0.372,1,0
262-012024-A-0131,2.0,La Paz,Urbano,0,0,1,0.6244,0.4472,1,0
262-012024-A-0181,3.0,La Paz,Urbano,0,0,0,0.4214,0.3269,0,0
262-012024-A-0061,1.0,La Paz,Urbano,1,0,0,0.4099,0.6022,0,1
262-012024-A-0011,1.0,La Paz,Urbano,0,0,0,0.3905,0.3642,0,0
262-012024-A-0031,2.0,La Paz,Urbano,0,0,1,0.5451,0.3611,1,0
262-012024-A-0081,1.0,La Paz,Urbano,1,0,1,0.437,0.3824,0,0
262-012024-A-0201,4.0,La Paz,Urbano,0,1,1,0.4695,0.3606,0,0
262-012024-A-0231,1.0,La Paz,Urbano,0,0,1,0.3802,0.3569,0,0
262-012024-A-0251,1.0,La Paz,Urbano,1,0,1,0.7388,0.7371,1,1
262-012024-A-0271,1.0,La Paz,Urbano,1,0,1,0.5329,0.4481,1,0
262-012435-A-0081,3.0,La Paz,Urbano,0,0,1,0.6479,0.5757,1,1
262-012435-A-0121,1.0,La Paz,Urbano,0,0,1,0.6964,0.5135,1,1
262-012435-A-0141,3.0,La Paz,Urbano,0,0,0,0.644,0.4556,1,0
262-012435-A-0011,4.0,La Paz,Urbano,0,0,1,0.6031,0.3094,1,0
262-012435-A-0031,1.0,La Paz,Urbano,0,0,1,0.7614,0.6407,1,1
262-012435-A-0051,3.0,La Paz,Urbano,0,0,1,0.4815,0.4073,0,0
262-012435-A-0061,1.0,La Paz,Urbano,0,0,1,0.5076,0.4205,1,0
262-012435-A-0161,4.0,La Paz,Urbano,0,0,1,0.4677,0.4183,0,0
262-012435-A-0171,1.0,La Paz,Urbano,0,0,1,0.5661,0.3889,1,0
262-012435-A-0191,3.0,La Paz,Urbano,0,0,1,0.4589,0.4767,0,0
262-012435-A-0211,7.0,La Paz,Urbano,0,0,1,0.6452,0.498,1,0
221-006796-A-0051,3.0,La Paz,Urbano,0,0,1,0.6066,0.4681,1,0
221-006796-A-0111,1.0,La Paz,Urbano,0,0,0,0.4493,0.3855,0,0
221-006796-A-0121,2.0,La Paz,Urbano,0,0,0,0.442,0.4046,0,0
221-006796-A-0061,3.0,La Paz,Urbano,0,0,0,0.5387,0.4937,1,0
221-006796-A-0081,1.0,La Paz,Urbano,0,0,0,0.6999,0.4995,1,0
221-006796-A-0101,1.0,La Paz,Urbano,0,0,0,0.4168,0.3216,0,0
221-006796-A-0041,1.0,La Paz,Urbano,0,0,0,0.6051,0.2941,1,0
221-006796-A-0071,1.0,La Paz,Urbano,0,0,0,0.6097,0.4314,1,0
221-006796-A-0011,2.0,La Paz,Urbano,1,1,1,0.5745,0.5918,1,1
221-006796-A-0091,3.0,La Paz,Urbano,0,0,0,0.7261,0.4928,1,0
221-006796-A-0021,1.0,La Paz,Urbano,1,0,1,0.7608,0.7897,1,1
262-010069-A-0431,1.0,La Paz,Urbano,0,0,1,0.6549,0.5286,1,1
262-010069-A-0531,3.0,La Paz,Urbano,1,0,1,0.536,0.621,1,1
262-010069-A-0581,1.0,La Paz,Urbano,0,0,0,0.4757,0.4384,0,0
262-010069-A-0181,3.0,La Paz,Urbano,0,1,1,0.4338,0.4127,0,0
262-010069-A-0231,1.0,La Paz,Urbano,0,0,1,0.646,0.5662,1,1
262-010069-A-0281,1.0,La Paz,Urbano,0,0,1,0.4728,0.4811,0,0
262-010069-A-0031,1.0,La Paz,Urbano,1,0,1,0.572,0.7164,1,1
262-010069-A-0081,1.0,La Paz,Urbano,1,0,0,0.5488,0.6636,1,1
262-010069-A-0131,1.0,La Paz,Urbano,1,0,1,0.7237,0.7391,1,1
262-010069-A-0381,3.0,La Paz,Urbano,1,0,1,0.6703,0.6163,1,1
264-017497-A-0531,3.0,La Paz,Urbano,0,0,1,0.4779,0.3363,0,0
264-017497-A-0581,3.0,La Paz,Urbano,0,0,0,0.3876,0.2974,0,0
264-017497-A-0641,1.0,La Paz,Urbano,0,0,1,0.4493,0.3832,0,0
264-017497-A-0041,3.0,La Paz,Urbano,0,0,0,0.4658,0.4766,0,0
264-017497-A-0091,1.0,La Paz,Urbano,0,0,1,0.4405,0.3214,0,0
264-017497-A-0151,3.0,La Paz,Urbano,1,0,0,0.4678,0.5642,0,1
264-017497-A-0201,3.0,La Paz,Urbano,1,0,1,0.433,0.3725,0,0
264-017497-A-0311,1.0,La Paz,Urbano,0,1,1,0.3259,0.3496,0,0
264-017497-A-0421,1.0,La Paz,Urbano,0,0,0,0.3934,0.3138,0,0
264-017625-A-0201,1.0,La Paz,Urbano,0,0,0,0.3631,0.3986,0,0
264-017625-A-0251,3.0,La Paz,Urbano,0,0,0,0.4309,0.4189,0,0
264-017625-A-0171,4.0,La Paz,Urbano,0,0,0,0.4743,0.4247,0,0
264-017625-A-0221,1.0,La Paz,Urbano,0,0,0,0.4947,0.5131,0,1
264-017625-A-0121,1.0,La Paz,Urbano,0,0,1,0.4246,0.3763,0,0
264-017625-A-0141,1.0,La Paz,Urbano,1,0,0,0.4536,0.5581,0,1
264-017625-A-0281,3.0,La Paz,Urbano,1,0,1,0.4846,0.5447,0,1
264-017625-A-0301,1.0,La Paz,Urbano,1,1,1,0.5144,0.6028,1,1
264-017625-A-0011,1.0,La Paz,Urbano,1,0,1,0.5579,0.4784,1,0
264-017625-A-0041,1.0,La Paz,Urbano,1,0,0,0.4826,0.589,0,1
264-017625-A-0061,1.0,La Paz,Urbano,1,0,0,0.4435,0.5173,0,1
264-017625-A-0091,3.0,La Paz,Urbano,0,0,0,0.5194,0.47,1,0
263-015387-A-0341,1.0,La Paz,Urbano,0,0,0,0.3538,0.4004,0,0
263-015387-A-0301,3.0,La Paz,Urbano,0,0,1,0.4044,0.3865,0,0
263-015387-A-0261,3.0,La Paz,Urbano,0,0,1,0.5569,0.4858,1,0
263-015387-A-0221,1.0,La Paz,Urbano,0,0,0,0.5757,0.5156,1,1
263-015387-A-0141,1.0,La Paz,Urbano,0,0,1,0.4281,0.4341,0,0
263-015387-A-0021,2.0,La Paz,Urbano,0,0,1,0.5333,0.3976,1,0
263-015387-A-0061,1.0,La Paz,Urbano,1,0,1,0.6818,0.4756,1,0
263-015387-A-0101,1.0,La Paz,Urbano,0,1,1,0.4461,0.3973,0,0
263-015387-A-0381,1.0,La Paz,Urbano,1,0,0,0.7748,0.4825,1,0
263-015387-A-0431,3.0,La Paz,Urbano,1,0,0,0.4777,0.5288,0,1
263-015387-A-0181,1.0,La Paz,Urbano,0,1,0,0.4651,0.4139,0,0
263-015387-A-0471,1.0,La Paz,Urbano,1,0,0,0.514,0.5729,1,1
263-015521-A-0221,1.0,La Paz,Urbano,0,0,1,0.3748,0.3191,0,0
263-015521-A-0251,1.0,La Paz,Urbano,0,1,1,0.5501,0.3541,1,0
263-015521-A-0021,1.0,La Paz,Urbano,0,0,1,0.7255,0.5673,1,1
263-015521-A-0041,1.0,La Paz,Urbano,0,0,1,0.7036,0.6561,1,1
263-015521-A-0121,1.0,La Paz,Urbano,1,0,1,0.7359,0.7851,1,1
263-015521-A-0151,3.0,La Paz,Urbano,0,0,0,0.4276,0.3867,0,0
263-015521-A-0171,3.0,La Paz,Urbano,1,1,1,0.6067,0.6845,1,1
263-015521-A-0071,2.0,La Paz,Urbano,1,1,1,0.6135,0.685,1,1
263-015521-A-0281,2.0,La Paz,Urbano,1,1,1,0.8185,0.6586,1,1
263-015521-A-0301,4.0,La Paz,Urbano,0,0,0,0.568,0.3402,1,0
213-003299-A-0101,1.0,La Paz,Urbano,0,1,1,0.688,0.5499,1,1
213-003299-A-0071,1.0,La Paz,Urbano,1,1,1,0.7372,0.7576,1,1
213-003299-A-0211,3.0,La Paz,Urbano,0,0,0,0.5054,0.43,1,0
213-003299-A-0241,1.0,La Paz,Urbano,0,0,0,0.7618,0.4347,1,0
213-003299-A-0271,3.0,La Paz,Urbano,0,1,1,0.5976,0.4651,1,0
213-003299-A-0291,3.0,La Paz,Urbano,1,0,0,0.5011,0.5941,1,1
213-003299-A-0321,1.0,La Paz,Urbano,1,0,0,0.7975,0.6159,1,1
213-003299-A-0021,1.0,La Paz,Urbano,0,1,0,0.4008,0.3176,0,0
213-003299-A-0181,3.0,La Paz,Urbano,0,0,0,0.4341,0.4967,0,0
213-003299-A-0051,2.0,La Paz,Urbano,1,0,0,0.6731,0.6826,1,1
213-003299-A-0131,2.0,La Paz,Urbano,0,0,0,0.6436,0.4311,1,0
213-003452-A-0171,1.0,La Paz,Urbano,1,0,0,0.7421,0.7075,1,1
213-003452-A-0051,2.0,La Paz,Urbano,0,0,1,0.5661,0.4253,1,0
213-003452-A-0021,3.0,La Paz,Urbano,0,0,0,0.5037,0.444,1,0
213-003452-A-0011,3.0,La Paz,Urbano,0,0,0,0.6302,0.629,1,1
213-003452-A-0041,1.0,La Paz,Urbano,0,0,1,0.7596,0.7157,1,1
213-003452-A-0111,1.0,La Paz,Urbano,0,1,0,0.822,0.6209,1,1
213-003452-A-0081,3.0,La Paz,Urbano,0,1,0,0.6463,0.5562,1,1
213-003452-A-0071,3.0,La Paz,Urbano,0,0,0,0.4851,0.493,0,0
213-003452-A-0101,1.0,La Paz,Urbano,1,0,0,0.4666,0.6462,0,1
213-003452-A-0161,3.0,La Paz,Urbano,0,0,0,0.456,0.4221,0,0
213-003452-A-0131,1.0,La Paz,Urbano,0,1,0,0.4536,0.4702,0,0
213-003452-A-0141,3.0,La Paz,Urbano,1,0,0,0.5349,0.6705,1,1
263-014842-A-0011,1.0,La Paz,Urbano,1,1,1,0.4897,0.4962,0,0
263-014842-A-0031,2.0,La Paz,Urbano,0,0,1,0.5895,0.5135,1,1
263-014842-A-0071,3.0,La Paz,Urbano,0,0,1,0.4734,0.4339,0,0
263-014842-A-0091,1.0,La Paz,Urbano,0,1,1,0.4217,0.4122,0,0
263-014842-A-0121,1.0,La Paz,Urbano,0,0,1,0.3952,0.3562,0,0
263-014842-A-0141,1.0,La Paz,Urbano,1,0,1,0.6045,0.6913,1,1
263-014842-A-0161,4.0,La Paz,Urbano,0,0,1,0.4191,0.2774,0,0
263-014842-A-0181,1.0,La Paz,Urbano,0,0,1,0.7332,0.58,1,1
263-014842-A-0251,1.0,La Paz,Urbano,0,0,1,0.5214,0.4201,1,0
263-014842-A-0221,1.0,La Paz,Urbano,0,0,1,0.57,0.4404,1,0
263-014842-A-0201,1.0,La Paz,Urbano,0,0,1,0.6318,0.5316,1,1
263-014976-A-0011,3.0,La Paz,Urbano,0,1,1,0.532,0.2846,1,0
263-014976-A-0041,2.0,La Paz,Urbano,0,1,1,0.5441,0.4712,1,0
263-014976-A-0061,1.0,La Paz,Urbano,0,1,1,0.4823,0.366,0,0
263-014976-A-0091,2.0,La Paz,Urbano,0,0,1,0.4857,0.4851,0,0
263-014976-A-0121,1.0,La Paz,Urbano,0,0,1,0.7209,0.6527,1,1
263-014976-A-0141,1.0,La Paz,Urbano,0,0,1,0.4945,0.3544,0,0
263-014976-A-0171,4.0,La Paz,Urbano,0,0,1,0.4231,0.2342,0,0
263-014976-A-0201,1.0,La Paz,Urbano,0,0,1,0.6433,0.4833,1,0
263-014976-A-0301,3.0,La Paz,Urbano,0,0,1,0.408,0.3992,0,0
263-014976-A-0281,2.0,La Paz,Urbano,0,0,1,0.4831,0.4049,0,0
263-014976-A-0251,1.0,La Paz,Urbano,1,0,1,0.7412,0.5431,1,1
263-014976-A-0221,2.0,La Paz,Urbano,0,0,1,0.4085,0.3276,0,0
263-015255-A-0031,2.0,La Paz,Urbano,0,0,1,0.6935,0.4741,1,0
263-015255-A-0071,1.0,La Paz,Urbano,0,0,1,0.5385,0.6214,1,1
263-015255-A-0081,1.0,La Paz,Urbano,1,0,0,0.5838,0.6916,1,1
263-015255-A-0101,1.0,La Paz,Urbano,0,0,0,0.49,0.4858,0,0
263-015255-A-0051,1.0,La Paz,Urbano,0,0,1,0.6253,0.5297,1,1
263-015255-A-0061,1.0,La Paz,Urbano,1,0,1,0.6203,0.5528,1,1
263-015255-A-0111,1.0,La Paz,Urbano,0,0,1,0.56,0.4921,1,0
263-015255-A-0011,1.0,La Paz,Urbano,0,0,1,0.641,0.348,1,0
263-015255-A-0021,1.0,La Paz,Urbano,0,0,1,0.5854,0.4953,1,0
263-015255-A-0041,1.0,La Paz,Urbano,0,0,1,0.5275,0.454,1,0
263-015255-A-0091,1.0,La Paz,Urbano,0,0,1,0.6863,0.5349,1,1
262-010443-A-0161,1.0,La Paz,Urbano,0,1,1,0.5679,0.5059,1,1
262-010443-A-0101,2.0,La Paz,Urbano,0,0,1,0.5483,0.5015,1,1
262-010443-A-0051,1.0,La Paz,Urbano,0,0,0,0.6093,0.6196,1,1
262-010443-A-0061,1.0,La Paz,Urbano,1,0,1,0.5945,0.7278,1,1
262-010443-A-0121,1.0,La Paz,Urbano,0,0,1,0.5276,0.4216,1,0
262-010443-A-0031,2.0,La Paz,Urbano,0,0,1,0.4121,0.3379,0,0
262-010443-A-0091,1.0,La Paz,Urbano,0,0,1,0.6755,0.4569,1,0
262-010443-A-0131,4.0,La Paz,Urbano,0,0,1,0.5093,0.2894,1,0
262-010443-A-0021,1.0,La Paz,Urbano,0,0,1,0.5082,0.5127,1,1
262-010443-A-0081,1.0,La Paz,Urbano,0,0,1,0.6148,0.4551,1,0
262-010443-A-0151,1.0,La Paz,Urbano,0,0,0,0.8003,0.5054,1,1
262-010443-A-0011,1.0,La Paz,Urbano,0,0,0,0.585,0.5444,1,1
263-014572-A-0301,1.0,La Paz,Urbano,0,0,1,0.4669,0.3341,0,0
263-014572-A-0341,1.0,La Paz,Urbano,0,0,1,0.5517,0.4818,1,0
263-014572-A-0431,1.0,La Paz,Urbano,0,0,1,0.6388,0.508,1,1
263-014572-A-0481,1.0,La Paz,Urbano,1,0,1,0.6223,0.7013,1,1
263-014572-A-0071,1.0,La Paz,Urbano,0,0,1,0.5135,0.4197,1,0
263-014572-A-0201,1.0,La Paz,Urbano,0,0,1,0.4289,0.379,0,0
263-014572-A-0251,4.0,La Paz,Urbano,0,0,1,0.5162,0.5518,1,1
263-014572-A-0021,3.0,La Paz,Urbano,0,0,1,0.4672,0.4312,0,0
263-014572-A-0161,1.0,La Paz,Urbano,0,0,1,0.5388,0.4617,1,0
263-014572-A-0521,3.0,La Paz,Urbano,0,0,1,0.4317,0.4953,0,0
263-014572-A-0391,1.0,La Paz,Urbano,0,1,1,0.7215,0.4856,1,0
263-014572-A-0111,1.0,La Paz,Urbano,0,0,1,0.5787,0.4442,1,0
262-010710-A-0061,3.0,La Paz,Urbano,0,0,1,0.5503,0.5274,1,1
262-010710-A-0131,3.0,La Paz,Urbano,0,0,1,0.5334,0.5507,1,1
262-010710-A-0101,3.0,La Paz,Urbano,0,1,1,0.4892,0.5071,0,1
262-010710-A-0021,1.0,La Paz,Urbano,1,0,1,0.5545,0.6393,1,1
262-010710-A-0071,1.0,La Paz,Urbano,0,1,1,0.4501,0.4532,0,0
262-010710-A-0171,1.0,La Paz,Urbano,0,0,1,0.679,0.571,1,1
262-010710-A-0091,1.0,La Paz,Urbano,0,0,1,0.3447,0.3374,0,0
262-010710-A-0041,1.0,La Paz,Urbano,0,0,1,0.6536,0.5504,1,1
262-010710-A-0011,1.0,La Paz,Urbano,0,0,0,0.5299,0.517,1,1
262-010710-A-0121,2.0,La Paz,Urbano,0,0,0,0.5485,0.4934,1,0
