folio,nro,depto,area,suf_disc,victima,inseguridad,prob_disc_logit,prob_disc_rf,y_pred_logit,y_pred_rf
114-002315-A-0061,5.0,Chuquisaca,Urbano,0,0,1,0.4467,0.2303,0,0
114-002315-A-0091,4.0,Chuquisaca,Urbano,0,0,0,0.4452,0.3026,0,0
114-002315-A-0081,1.0,Chuquisaca,Urbano,0,0,0,0.6023,0.3933,1,0
114-002315-A-0071,1.0,Chuquisaca,Urbano,0,0,0,0.6803,0.437,1,0
114-002315-A-0021,3.0,Chuquisaca,Urbano,0,0,1,0.4978,0.3541,0,0
114-002315-A-0041,1.0,Chuquisaca,Urbano,0,0,1,0.6486,0.5538,1,1
114-002315-A-0031,3.0,Chuquisaca,Urbano,0,0,1,0.4211,0.1464,0,0
114-002315-A-0011,5.0,Chuquisaca,Urbano,0,0,0,0.5181,0.2723,1,0
114-002315-A-0141,3.0,Chuquisaca,Urbano,0,1,1,0.4493,0.2209,0,0
114-002315-A-0111,2.0,Chuquisaca,Urbano,1,0,1,0.5106,0.3108,1,0
114-002315-A-0131,3.0,Chuquisaca,Urbano,0,0,0,0.4272,0.2343,0,0
114-002315-A-0121,4.0,Chuquisaca,Urbano,0,0,0,0.4759,0.2524,0,0
113-001399-A-0051,1.0,Chuquisaca,Urbano,0,0,0,0.7659,0.5307,1,1
113-001399-A-0061,3.0,Chuquisaca,Urbano,0,0,0,0.5944,0.3054,1,0
113-001399-A-0071,3.0,Chuquisaca,Urbano,0,0,0,0.437,0.2208,0,0
113-001399-A-0081,3.0,Chuquisaca,Urbano,0,0,0,0.4918,0.2487,0,0
113-001399-A-0011,2.0,Chuquisaca,Urbano,0,0,0,0.4857,0.2329,0,0
113-001399-A-0021,1.0,Chuquisaca,Urbano,0,0,1,0.5993,0.4359,1,0
113-001399-A-0041,3.0,Chuquisaca,Urbano,0,0,1,0.5094,0.2783,1,0
113-001399-A-0121,1.0,Chuquisaca,Urbano,1,0,0,0.4784,0.5549,0,1
113-001399-A-0031,1.0,Chuquisaca,Urbano,0,0,0,0.464,0.3246,0,0
113-001399-A-0111,3.0,Chuquisaca,Urbano,1,0,0,0.403,0.4251,0,0
113-001399-A-0101,3.0,Chuquisaca,Urbano,1,1,0,0.5081,0.4415,1,0
113-001399-A-0091,1.0,Chuquisaca,Urbano,0,0,0,0.4422,0.2071,0,0
412-000536-A-0091,3.0,Oruro,Urbano,0,0,1,0.4518,0.2242,0,0
412-000536-A-0101,1.0,Oruro,Urbano,0,0,1,0.4817,0.2183,0,0
412-000536-A-0141,3.0,Oruro,Urbano,0,0,1,0.3449,0.3185,0,0
412-000536-A-0131,3.0,Oruro,Urbano,0,0,1,0.4276,0.2958,0,0
412-000536-A-0151,1.0,Oruro,Urbano,1,1,1,0.5847,0.6302,1,1
412-000536-A-0111,1.0,Oruro,Urbano,0,0,1,0.3883,0.2246,0,0
412-000536-A-0011,3.0,Oruro,Urbano,0,0,1,0.477,0.2797,0,0
412-000536-A-0021,1.0,Oruro,Urbano,0,0,1,0.416,0.2468,0,0
412-000536-A-0031,1.0,Oruro,Urbano,0,0,1,0.5857,0.3429,1,0
314-005564-A-0041,1.0,Cochabamba,Urbano,0,1,1,0.4966,0.3165,0,0
314-005564-A-0011,1.0,Cochabamba,Urbano,0,1,1,0.4132,0.2807,0,0
314-005564-A-0071,1.0,Cochabamba,Urbano,0,1,0,0.3811,0.2382,0,0
314-005564-A-0061,1.0,Cochabamba,Urbano,0,0,0,0.4458,0.3104,0,0
314-005564-A-0021,1.0,Cochabamba,Urbano,1,1,1,0.4993,0.5606,0,1
314-005564-A-0131,1.0,Cochabamba,Urbano,0,0,0,0.3197,0.2165,0,0
314-005564-A-0151,2.0,Cochabamba,Urbano,0,0,0,0.4246,0.3029,0,0
314-005564-A-0121,2.0,Cochabamba,Urbano,0,0,1,0.3382,0.2715,0,0
314-005564-A-0101,1.0,Cochabamba,Urbano,0,0,1,0.3564,0.1977,0,0
314-005564-A-0091,1.0,Cochabamba,Urbano,0,0,1,0.3662,0.2073,0,0
314-005564-A-0181,1.0,Cochabamba,Urbano,0,0,0,0.5322,0.278,1,0
314-005564-A-0171,1.0,Cochabamba,Urbano,0,0,0,0.4303,0.2199,0,0
314-005175-A-0081,1.0,Cochabamba,Urbano,0,1,0,0.4545,0.3871,0,0
314-005175-A-0011,1.0,Cochabamba,Urbano,1,1,1,0.4272,0.4355,0,0
314-005175-A-0031,1.0,Cochabamba,Urbano,0,1,1,0.5766,0.3013,1,0
314-005175-A-0051,1.0,Cochabamba,Urbano,0,1,1,0.5147,0.3267,1,0
314-005175-A-0171,3.0,Cochabamba,Urbano,0,0,0,0.6492,0.4116,1,0
314-005175-A-0191,1.0,Cochabamba,Urbano,0,0,1,0.3211,0.2267,0,0
314-005175-A-0221,1.0,Cochabamba,Urbano,0,0,0,0.4565,0.3036,0,0
314-005175-A-0241,1.0,Cochabamba,Urbano,0,0,0,0.3364,0.1712,0,0
314-005175-A-0261,1.0,Cochabamba,Urbano,0,0,1,0.3479,0.1984,0,0
314-005175-A-0101,1.0,Cochabamba,Urbano,0,0,0,0.3392,0.2031,0,0
314-005175-A-0121,1.0,Cochabamba,Urbano,0,0,0,0.5035,0.3981,1,0
314-005175-A-0151,2.0,Cochabamba,Urbano,0,0,1,0.435,0.2281,0,0
314-005515-A-0151,1.0,Cochabamba,Urbano,0,1,1,0.6207,0.3518,1,0
314-005515-A-0111,1.0,Cochabamba,Urbano,0,0,1,0.4958,0.2531,0,0
314-005515-A-0131,1.0,Cochabamba,Urbano,0,0,1,0.4208,0.2163,0,0
314-005515-A-0091,1.0,Cochabamba,Urbano,0,0,1,0.4717,0.3254,0,0
314-005515-A-0071,1.0,Cochabamba,Urbano,0,1,1,0.3847,0.2428,0,0
314-005515-A-0171,1.0,Cochabamba,Urbano,0,0,0,0.3294,0.2366,0,0
314-005515-A-0211,1.0,Cochabamba,Urbano,0,0,0,0.497,0.4182,0,0
314-005515-A-0231,1.0,Cochabamba,Urbano,0,0,0,0.3812,0.1672,0,0
314-005515-A-0191,1.0,Cochabamba,Urbano,0,0,1,0.325,0.196,0,0
314-005515-A-0011,1.0,Cochabamba,Urbano,0,0,1,0.5988,0.3421,1,0
314-005515-A-0031,1.0,Cochabamba,Urbano,0,1,1,0.4392,0.4145,0,0
314-005515-A-0051,2.0,Cochabamba,Urbano,0,1,0,0.5829,0.2854,1,0
314-006389-A-0081,1.0,Cochabamba,Urbano,0,1,1,0.4362,0.1866,0,0
314-006389-A-0021,1.0,Cochabamba,Urbano,0,0,1,0.4353,0.2679,0,0
314-006389-A-0031,2.0,Cochabamba,Urbano,0,0,1,0.5758,0.4018,1,0
314-006389-A-0041,1.0,Cochabamba,Urbano,0,0,1,0.2976,0.1837,0,0
314-006389-A-0071,4.0,Cochabamba,Urbano,0,0,1,0.5221,0.3102,1,0
314-006389-A-0131,3.0,Cochabamba,Urbano,0,1,1,0.4101,0.3712,0,0
314-006389-A-0121,2.0,Cochabamba,Urbano,0,1,1,0.3389,0.2474,0,0
314-006389-A-0091,1.0,Cochabamba,Urbano,0,0,0,0.4976,0.3332,0,0
314-006389-A-0111,1.0,Cochabamba,Urbano,0,0,0,0.583,0.3481,1,0
314-006389-A-0011,1.0,Cochabamba,Urbano,0,0,0,0.2763,0.1519,0,0
314-006389-A-0061,1.0,Cochabamba,Urbano,0,1,1,0.5298,0.2712,1,0
314-006389-A-0141,3.0,Cochabamba,Urbano,0,1,1,0.3936,0.29,0,0
314-006106-A-0181,1.0,Cochabamba,Urbano,0,0,0,0.4826,0.297,0,0
314-006106-A-0161,3.0,Cochabamba,Urbano,0,0,0,0.4305,0.246,0,0
314-006106-A-0191,1.0,Cochabamba,Urbano,0,0,0,0.4834,0.2323,0,0
314-006106-A-0011,2.0,Cochabamba,Urbano,0,0,1,0.4547,0.289,0,0
314-006106-A-0031,1.0,Cochabamba,Urbano,0,1,1,0.3454,0.213,0,0
314-006106-A-0041,1.0,Cochabamba,Urbano,0,0,1,0.5412,0.3275,1,0
314-006106-A-0061,3.0,Cochabamba,Urbano,0,1,1,0.3995,0.2778,0,0
314-006106-A-0081,1.0,Cochabamba,Urbano,0,0,1,0.5254,0.2211,1,0
314-006106-A-0091,1.0,Cochabamba,Urbano,0,0,0,0.5199,0.3887,1,0
314-006106-A-0111,2.0,Cochabamba,Urbano,0,0,0,0.4792,0.2526,0,0
314-006106-A-0131,3.0,Cochabamba,Urbano,0,0,0,0.5264,0.378,1,0
314-006106-A-0141,1.0,Cochabamba,Urbano,0,0,0,0.4111,0.3304,0,0
314-006181-A-0011,1.0,Cochabamba,Urbano,0,0,0,0.4892,0.2492,0,0
314-006181-A-0061,2.0,Cochabamba,Urbano,0,0,0,0.4542,0.2631,0,0
314-006181-A-0071,1.0,Cochabamba,Urbano,0,0,0,0.6893,0.4249,1,0
314-006181-A-0091,1.0,Cochabamba,Urbano,0,1,1,0.4553,0.3548,0,0
314-006181-A-0121,2.0,Cochabamba,Urbano,0,1,1,0.4794,0.3158,0,0
314-006181-A-0111,1.0,Cochabamba,Urbano,0,1,1,0.3569,0.2265,0,0
314-006181-A-0131,1.0,Cochabamba,Urbano,0,1,1,0.5508,0.2855,1,0
314-006181-A-0141,1.0,Cochabamba,Urbano,0,1,1,0.4658,0.4098,0,0
314-006181-A-0021,1.0,Cochabamba,Urbano,0,0,0,0.3286,0.1876,0,0
314-006181-A-0031,1.0,Cochabamba,Urbano,0,0,0,0.3395,0.2015,0,0
314-006181-A-0041,1.0,Cochabamba,Urbano,0,0,0,0.3531,0.2249,0,0
314-006181-A-0081,2.0,Cochabamba,Urbano,0,0,1,0.6033,0.5143,1,1
314-005713-A-0341,1.0,Cochabamba,Urbano,0,1,1,0.5956,0.3517,1,0
314-005713-A-0841,1.0,Cochabamba,Urbano,0,0,0,0.4137,0.1947,0,0
314-005713-A-0771,2.0,Cochabamba,Urbano,0,0,0,0.4497,0.3086,0,0
314-005713-A-0481,1.0,Cochabamba,Urbano,0,0,1,0.5137,0.3521,1,0
314-005713-A-0201,1.0,Cochabamba,Urbano,0,0,1,0.3848,0.2798,0,0
314-005713-A-0271,1.0,Cochabamba,Urbano,0,0,1,0.4683,0.3207,0,0
314-005713-A-0411,1.0,Cochabamba,Urbano,0,0,0,0.4592,0.2991,0,0
314-005713-A-0561,1.0,Cochabamba,Urbano,0,0,0,0.4076,0.3577,0,0
314-005713-A-0631,1.0,Cochabamba,Urbano,0,0,0,0.439,0.3855,0,0
314-005713-A-0701,1.0,Cochabamba,Urbano,0,0,0,0.4223,0.2492,0,0
314-005713-A-0051,1.0,Cochabamba,Urbano,0,0,0,0.4311,0.2602,0,0
314-005713-A-0131,1.0,Cochabamba,Urbano,0,0,1,0.3615,0.2804,0,0
314-005340-A-0081,1.0,Cochabamba,Urbano,0,0,1,0.3921,0.1596,0,0
314-005340-A-0111,2.0,Cochabamba,Urbano,0,0,0,0.3984,0.3253,0,0
314-005340-A-0131,2.0,Cochabamba,Urbano,0,0,1,0.4449,0.3018,0,0
314-005340-A-0011,1.0,Cochabamba,Urbano,0,1,1,0.4194,0.253,0,0
314-005340-A-0031,1.0,Cochabamba,Urbano,0,1,1,0.3385,0.1996,0,0
314-005340-A-0041,1.0,Cochabamba,Urbano,0,0,1,0.4079,0.3081,0,0
314-005340-A-0061,1.0,Cochabamba,Urbano,0,0,1,0.3324,0.1877,0,0
314-005340-A-0091,1.0,Cochabamba,Urbano,0,1,1,0.4206,0.197,0,0
314-005340-A-0181,1.0,Cochabamba,Urbano,0,0,0,0.321,0.324,0,0
314-005340-A-0191,2.0,Cochabamba,Urbano,0,0,0,0.4675,0.3563,0,0
314-005340-A-0161,1.0,Cochabamba,Urbano,0,0,1,0.6102,0.3442,1,0
314-005340-A-0141,1.0,Cochabamba,Urbano,0,0,1,0.3562,0.201,0,0
314-005616-A-0011,1.0,Cochabamba,Urbano,0,0,1,0.5266,0.2859,1,0
314-005616-A-0081,1.0,Cochabamba,Urbano,0,0,1,0.4784,0.3358,0,0
314-005616-A-0111,1.0,Cochabamba,Urbano,0,0,1,0.4082,0.3469,0,0
314-005616-A-0181,3.0,Cochabamba,Urbano,0,0,0,0.3741,0.237,0,0
314-005616-A-0261,1.0,Cochabamba,Urbano,0,0,0,0.3288,0.237,0,0
314-005616-A-0221,1.0,Cochabamba,Urbano,0,0,0,0.4149,0.2486,0,0
314-005616-A-0151,1.0,Cochabamba,Urbano,0,0,1,0.4265,0.2572,0,0
314-005616-A-0401,1.0,Cochabamba,Urbano,0,1,1,0.3785,0.3062,0,0
314-005616-A-0291,2.0,Cochabamba,Urbano,0,0,1,0.5133,0.3667,1,0
314-005616-A-0361,1.0,Cochabamba,Urbano,0,0,0,0.68,0.3431,1,0
314-005616-A-0331,1.0,Cochabamba,Urbano,0,0,0,0.5451,0.2979,1,0
314-005616-A-0041,1.0,Cochabamba,Urbano,0,0,0,0.7573,0.5313,1,1
333-006799-A-0041,1.0,Cochabamba,Urbano,0,0,1,0.4209,0.2165,0,0
333-006799-A-0011,1.0,Cochabamba,Urbano,0,0,1,0.7941,0.6986,1,1
333-006799-A-0031,1.0,Cochabamba,Urbano,0,0,1,0.4397,0.2037,0,0
333-006799-A-0021,3.0,Cochabamba,Urbano,0,0,1,0.5138,0.2535,1,0
333-006799-A-0121,6.0,Cochabamba,Urbano,0,0,0,0.525,0.2551,1,0
333-006799-A-0111,1.0,Cochabamba,Urbano,0,0,0,0.7126,0.4554,1,0
333-006799-A-0141,1.0,Cochabamba,Urbano,0,0,0,0.6232,0.4522,1,0
333-006799-A-0131,1.0,Cochabamba,Urbano,0,0,0,0.741,0.5158,1,1
333-006799-A-0061,3.0,Cochabamba,Urbano,0,0,0,0.4151,0.316,0,0
333-006799-A-0071,2.0,Cochabamba,Urbano,0,0,0,0.4984,0.346,0,0
333-006799-A-0081,1.0,Cochabamba,Urbano,0,0,0,0.5613,0.325,1,0
333-006799-A-0091,1.0,Cochabamba,Urbano,0,0,0,0.3958,0.2249,0,0
332-006851-A-0101,1.0,Cochabamba,Urbano,1,0,0,0.7562,0.5507,1,1
332-006851-A-0121,1.0,Cochabamba,Urbano,1,0,0,0.4746,0.4379,0,0
332-006851-A-0111,1.0,Cochabamba,Urbano,0,0,0,0.3937,0.1623,0,0
332-006851-A-0091,1.0,Cochabamba,Urbano,0,0,0,0.4188,0.3729,0,0
332-006851-A-0011,3.0,Cochabamba,Urbano,0,0,0,0.4692,0.2711,0,0
332-006851-A-0021,1.0,Cochabamba,Urbano,0,0,0,0.6389,0.412,1,0
332-006851-A-0041,1.0,Cochabamba,Urbano,0,0,0,0.4971,0.2624,0,0
332-006851-A-0031,3.0,Cochabamba,Urbano,0,0,0,0.5745,0.439,1,0
332-006851-A-0081,1.0,Cochabamba,Urbano,0,0,1,0.4247,0.1722,0,0
332-006851-A-0051,1.0,Cochabamba,Urbano,0,0,0,0.6232,0.3762,1,0
332-006851-A-0061,1.0,Cochabamba,Urbano,0,0,0,0.4464,0.2747,0,0
332-006851-A-0071,3.0,Cochabamba,Urbano,0,0,0,0.3592,0.2069,0,0
332-007161-A-0131,1.0,Cochabamba,Urbano,0,0,0,0.6672,0.3936,1,0
332-007161-A-0151,1.0,Cochabamba,Urbano,0,0,0,0.7858,0.3569,1,0
332-007161-A-0171,1.0,Cochabamba,Urbano,1,0,0,0.8177,0.7475,1,1
332-007161-A-0181,1.0,Cochabamba,Urbano,0,0,0,0.5057,0.2864,1,0
332-007161-A-0071,2.0,Cochabamba,Urbano,0,0,1,0.5296,0.3129,1,0
332-007161-A-0091,3.0,Cochabamba,Urbano,0,0,0,0.5276,0.3334,1,0
332-007161-A-0101,3.0,Cochabamba,Urbano,0,0,0,0.7011,0.3971,1,0
332-007161-A-0121,1.0,Cochabamba,Urbano,0,0,0,0.5881,0.332,1,0
332-007161-A-0011,1.0,Cochabamba,Urbano,0,0,0,0.5803,0.2597,1,0
332-007161-A-0021,3.0,Cochabamba,Urbano,1,1,1,0.3965,0.3796,0,0
332-007161-A-0041,3.0,Cochabamba,Urbano,0,0,0,0.3131,0.2536,0,0
332-007161-A-0061,3.0,Cochabamba,Urbano,0,0,0,0.5488,0.2135,1,0
333-006869-A-0081,1.0,Cochabamba,Urbano,1,0,0,0.7347,0.7168,1,1
333-006869-A-0091,1.0,Cochabamba,Urbano,1,0,0,0.469,0.4084,0,0
333-006869-A-0061,1.0,Cochabamba,Urbano,0,0,0,0.5345,0.2449,1,0
333-006869-A-0051,1.0,Cochabamba,Urbano,0,0,1,0.623,0.3656,1,0
333-006869-A-0031,3.0,Cochabamba,Urbano,0,1,1,0.4873,0.2769,0,0
333-006869-A-0021,3.0,Cochabamba,Urbano,0,0,0,0.4244,0.1681,0,0
333-006869-A-0011,3.0,Cochabamba,Urbano,0,0,0,0.5766,0.2342,1,0
333-006869-A-0041,1.0,Cochabamba,Urbano,0,0,0,0.7211,0.4356,1,0
333-006869-A-0131,4.0,Cochabamba,Urbano,0,0,0,0.7067,0.5283,1,1
333-006869-A-0101,3.0,Cochabamba,Urbano,0,0,0,0.4382,0.2576,0,0
333-006869-A-0111,1.0,Cochabamba,Urbano,0,0,0,0.7401,0.6032,1,1
333-006869-A-0121,1.0,Cochabamba,Urbano,0,0,0,0.7463,0.6148,1,1
333-006818-A-0041,1.0,Cochabamba,Urbano,0,0,0,0.5997,0.4361,1,0
333-006818-A-0051,1.0,Cochabamba,Urbano,0,0,0,0.4523,0.255,0,0
333-006818-A-0071,4.0,Cochabamba,Urbano,0,0,1,0.4961,0.2658,0,0
333-006818-A-0081,3.0,Cochabamba,Urbano,0,0,1,0.353,0.3314,0,0
333-006818-A-0131,3.0,Cochabamba,Urbano,0,0,0,0.4053,0.2482,0,0
333-006818-A-0111,1.0,Cochabamba,Urbano,0,0,0,0.4808,0.2433,0,0
333-006818-A-0101,3.0,Cochabamba,Urbano,0,0,0,0.3156,0.1882,0,0
333-006818-A-0141,1.0,Cochabamba,Urbano,0,0,0,0.7204,0.5454,1,1
333-006818-A-0011,1.0,Cochabamba,Urbano,0,1,0,0.5185,0.2691,1,0
333-006818-A-0161,1.0,Cochabamba,Urbano,0,0,0,0.5733,0.4411,1,0
333-006818-A-0171,3.0,Cochabamba,Urbano,0,0,0,0.4165,0.1704,0,0
351-015006-D-0031,1.0,Cochabamba,Rural,1,0,0,0.7389,0.6675,1,1
351-015006-D-0061,2.0,Cochabamba,Rural,1,0,0,0.4439,0.5661,0,1
351-015006-D-0071,1.0,Cochabamba,Rural,1,0,0,0.5849,0.5647,1,1
351-015006-D-0021,1.0,Cochabamba,Rural,1,0,0,0.5546,0.6587,1,1
351-015006-D-0121,1.0,Cochabamba,Rural,0,0,0,0.6562,0.5523,1,1
351-015006-D-0111,1.0,Cochabamba,Rural,0,0,0,0.6498,0.526,1,1
351-015006-D-0011,1.0,Cochabamba,Rural,0,0,0,0.7007,0.4937,1,0
351-015006-D-0041,1.0,Cochabamba,Rural,0,0,0,0.592,0.461,1,0
351-015006-D-0091,1.0,Cochabamba,Rural,0,0,0,0.5686,0.4346,1,0
351-015006-D-0101,1.0,Cochabamba,Rural,0,0,0,0.7316,0.39,1,0
351-015006-D-0081,1.0,Cochabamba,Rural,0,0,0,0.6964,0.5988,1,1
351-015006-D-0051,1.0,Cochabamba,Rural,0,0,0,0.6679,0.4491,1,0
351-014974-D-0141,3.0,Cochabamba,Rural,1,0,0,0.6324,0.5224,1,1
351-014974-D-0171,1.0,Cochabamba,Rural,1,0,0,0.5082,0.4292,1,0
351-014974-D-0161,1.0,Cochabamba,Rural,0,0,0,0.6694,0.4739,1,0
351-014974-D-0131,1.0,Cochabamba,Rural,1,0,0,0.6413,0.6819,1,1
351-014974-D-0051,1.0,Cochabamba,Rural,0,0,0,0.459,0.294,0,0
351-014974-D-0101,1.0,Cochabamba,Rural,0,0,0,0.5321,0.4549,1,0
351-014974-D-0041,1.0,Cochabamba,Rural,0,0,0,0.4243,0.4054,0,0
351-014974-D-0081,2.0,Cochabamba,Rural,0,0,0,0.6881,0.5431,1,1
351-014974-D-0021,1.0,Cochabamba,Rural,1,0,0,0.6223,0.5152,1,1
351-014974-D-0111,3.0,Cochabamba,Rural,0,0,0,0.2983,0.2366,0,0
351-014974-D-0071,3.0,Cochabamba,Rural,0,0,0,0.4059,0.2252,0,0
351-014974-D-0011,1.0,Cochabamba,Rural,0,0,0,0.6903,0.5702,1,1
343-015866-D-0131,1.0,Cochabamba,Rural,1,0,1,0.3629,0.542,0,1
343-015866-D-0161,3.0,Cochabamba,Rural,1,0,1,0.254,0.5075,0,1
343-015866-D-0191,1.0,Cochabamba,Rural,0,0,1,0.3934,0.3147,0,0
343-015866-D-0231,3.0,Cochabamba,Rural,1,0,1,0.3322,0.2573,0,0
343-015866-D-0011,4.0,Cochabamba,Rural,0,0,0,0.2875,0.2199,0,0
343-015866-D-0071,3.0,Cochabamba,Rural,0,0,0,0.2399,0.1758,0,0
343-015866-D-0101,2.0,Cochabamba,Rural,0,0,1,0.4275,0.3435,0,0
343-015866-D-0041,4.0,Cochabamba,Rural,0,0,1,0.346,0.2798,0,0
343-015866-D-0261,1.0,Cochabamba,Rural,0,0,0,0.457,0.2165,0,0
343-015866-D-0291,1.0,Cochabamba,Rural,0,0,0,0.3999,0.3013,0,0
343-015866-D-0321,1.0,Cochabamba,Rural,0,0,0,0.32,0.1582,0,0
343-015866-D-0351,3.0,Cochabamba,Rural,0,0,0,0.2874,0.1951,0,0
344-015667-D-0201,1.0,Cochabamba,Rural,1,1,1,0.5384,0.549,1,1
344-015667-D-0251,1.0,Cochabamba,Rural,0,0,0,0.4445,0.3671,0,0
344-015667-D-0301,3.0,Cochabamba,Rural,1,0,1,0.4379,0.5609,0,1
344-015667-D-0341,1.0,Cochabamba,Rural,1,0,1,0.5875,0.6219,1,1
344-015667-D-0391,5.0,Cochabamba,Rural,0,0,0,0.5309,0.4617,1,0
344-015667-D-0431,1.0,Cochabamba,Rural,1,0,1,0.3607,0.5645,0,1
344-015667-D-0481,3.0,Cochabamba,Rural,0,0,0,0.3682,0.2203,0,0
344-015667-D-0521,1.0,Cochabamba,Rural,0,0,1,0.4523,0.2955,0,0
344-015667-D-0021,1.0,Cochabamba,Rural,0,0,1,0.4586,0.295,0,0
344-015667-D-0071,1.0,Cochabamba,Rural,0,0,0,0.2892,0.1394,0,0
344-015667-D-0111,1.0,Cochabamba,Rural,0,0,0,0.3346,0.2515,0,0
344-015667-D-0161,1.0,Cochabamba,Rural,1,0,1,0.2757,0.1492,0,0
613-000855-A-0111,1.0,Tarija,Urbano,0,0,1,0.4044,0.2743,0,0
613-000855-A-0141,1.0,Tarija,Urbano,0,0,0,0.3227,0.2065,0,0
613-000855-A-0241,1.0,Tarija,Urbano,0,0,1,0.6147,0.355,1,0
613-000855-A-0191,1.0,Tarija,Urbano,0,1,0,0.3337,0.1247,0,0
613-000855-A-0211,3.0,Tarija,Urbano,0,0,0,0.2787,0.2313,0,0
613-000855-A-0261,1.0,Tarija,Urbano,0,1,1,0.4039,0.2559,0,0
613-000855-A-0291,1.0,Tarija,Urbano,0,0,0,0.273,0.1574,0,0
613-000855-A-0011,3.0,Tarija,Urbano,0,0,1,0.3602,0.3125,0,0
613-000855-A-0041,1.0,Tarija,Urbano,0,0,1,0.586,0.3335,1,0
613-000855-A-0061,3.0,Tarija,Urbano,0,0,1,0.4002,0.3058,0,0
613-000855-A-0091,3.0,Tarija,Urbano,0,0,1,0.3715,0.2727,0,0
612-000160-A-0181,1.0,Tarija,Urbano,0,0,1,0.2861,0.2072,0,0
612-000160-A-0121,1.0,Tarija,Urbano,0,0,1,0.4136,0.2763,0,0
612-000160-A-0011,3.0,Tarija,Urbano,0,0,1,0.3227,0.3229,0,0
612-000160-A-0201,1.0,Tarija,Urbano,0,0,0,0.342,0.2398,0,0
612-000160-A-0231,1.0,Tarija,Urbano,0,0,1,0.3529,0.2238,0,0
612-000160-A-0261,3.0,Tarija,Urbano,0,0,1,0.5193,0.3433,1,0
612-000160-A-0291,1.0,Tarija,Urbano,0,1,1,0.3844,0.2969,0,0
612-000160-A-0321,1.0,Tarija,Urbano,1,0,0,0.4059,0.4142,0,0
612-000160-A-0151,3.0,Tarija,Urbano,0,0,1,0.4119,0.2155,0,0
612-000160-A-0031,1.0,Tarija,Urbano,0,0,1,0.3332,0.1766,0,0
612-000160-A-0061,1.0,Tarija,Urbano,0,0,0,0.374,0.3478,0,0
612-000160-A-0091,3.0,Tarija,Urbano,0,0,1,0.346,0.2616,0,0
613-000904-A-0161,1.0,Tarija,Urbano,0,0,0,0.3978,0.3214,0,0
613-000904-A-0191,4.0,Tarija,Urbano,0,0,1,0.4168,0.2487,0,0
613-000904-A-0261,3.0,Tarija,Urbano,0,0,1,0.4696,0.2522,0,0
613-000904-A-0231,3.0,Tarija,Urbano,0,0,1,0.4521,0.264,0,0
613-000904-A-0301,1.0,Tarija,Urbano,0,0,0,0.4199,0.2593,0,0
613-000904-A-0331,1.0,Tarija,Urbano,0,0,0,0.5463,0.3389,1,0
613-000904-A-0371,1.0,Tarija,Urbano,0,0,1,0.4937,0.2897,0,0
613-000904-A-0401,3.0,Tarija,Urbano,0,0,0,0.3369,0.2996,0,0
613-000904-A-0021,1.0,Tarija,Urbano,0,0,1,0.4137,0.2612,0,0
613-000904-A-0051,1.0,Tarija,Urbano,0,0,1,0.4033,0.2381,0,0
613-000904-A-0091,3.0,Tarija,Urbano,0,0,1,0.4517,0.2806,0,0
613-000904-A-0121,1.0,Tarija,Urbano,0,0,1,0.4681,0.2822,0,0
613-000521-A-0091,1.0,Tarija,Urbano,0,0,1,0.4276,0.2923,0,0
613-000521-A-0061,3.0,Tarija,Urbano,0,0,1,0.337,0.2519,0,0
613-000521-A-0041,3.0,Tarija,Urbano,0,0,0,0.3166,0.2144,0,0
613-000521-A-0011,3.0,Tarija,Urbano,0,0,1,0.3703,0.2598,0,0
613-000521-A-0211,1.0,Tarija,Urbano,0,0,0,0.4277,0.3846,0,0
613-000521-A-0241,1.0,Tarija,Urbano,1,0,1,0.2643,0.1621,0,0
613-000521-A-0261,1.0,Tarija,Urbano,1,1,1,0.3451,0.4511,0,0
613-000521-A-0291,1.0,Tarija,Urbano,0,0,0,0.3488,0.2907,0,0
613-000521-A-0141,1.0,Tarija,Urbano,0,0,1,0.3448,0.155,0,0
613-000521-A-0161,3.0,Tarija,Urbano,0,0,1,0.5773,0.3401,1,0
613-000521-A-0111,1.0,Tarija,Urbano,0,0,1,0.4694,0.3044,0,0
613-000521-A-0191,1.0,Tarija,Urbano,0,0,1,0.3422,0.2954,0,0
613-000517-A-0121,1.0,Tarija,Urbano,0,0,1,0.4388,0.3608,0,0
613-000517-A-0141,1.0,Tarija,Urbano,0,0,1,0.4552,0.4673,0,0
613-000517-A-0171,4.0,Tarija,Urbano,0,0,0,0.2964,0.2074,0,0
613-000517-A-0191,3.0,Tarija,Urbano,0,0,0,0.4427,0.2118,0,0
613-000517-A-0211,1.0,Tarija,Urbano,0,0,1,0.3017,0.1867,0,0
613-000517-A-0231,3.0,Tarija,Urbano,0,0,1,0.346,0.2221,0,0
613-000517-A-0261,3.0,Tarija,Urbano,0,0,1,0.3437,0.2566,0,0
613-000517-A-0011,1.0,Tarija,Urbano,0,0,1,0.4312,0.203,0,0
613-000517-A-0031,1.0,Tarija,Urbano,0,0,1,0.4445,0.3114,0,0
613-000517-A-0051,1.0,Tarija,Urbano,0,0,1,0.5251,0.4603,1,0
613-000517-A-0081,1.0,Tarija,Urbano,0,0,1,0.3967,0.3346,0,0
614-001169-A-0221,1.0,Tarija,Urbano,0,0,1,0.2734,0.2127,0,0
