folio,depto,area,nro,s09a_01a,s09a_01b,s09a_01c,s09a_01d,s09a_01e,s09a_01f,s09a_01g,s09a_01h,s09a_01i,s09a_01j,s09a_01k,s09a_01l,s09a_01le,s09a_02,s09a_03_1,s09a_03_2,s09a_03_3,s09a_03_4,s09a_03_5,s09a_03_5e,s09a_04,s09a_04e,s09a_05_1,s09a_05_2,s09a_05_3,s09a_05_4,s09a_05_5,s09a_05_6,s09a_05_7,s09a_05_8,s09a_05_8e,s09b_01,s09b_02a,s09b_02b,s09b_02e,s09b_03,s09b_04,upm_x,estrato_x,ponderador,suf_disc,n_motivos,victima,inseguridad,denuncia,material_paredes_noble,piso_noble,agua_red,saneamiento,electricidad,basura_recogida,combustible_limpio,internet,vivienda_propia,n_cuartos,n_dormitorios,hacinamiento,totper,sexo,edad,anios_educ,indigena,lengua_grupo,alfabetizado,ocupado,desocupado,log_ylab,log_yhogpc,pobre,pobre_extremo,factor,upm_y,estrato_y
414-003139-A-0251,Oruro,Urbano,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,3.0,8.0,,,,2.0,414-003139-A,414,0.8994827594978846,0,0,0,0,0,1,1,1,1,1,1,1,1,1,4.0,3.0,0.75,3.0,Mujer,27.0,17.0,1,Castellano,1,1,0,7.8343923029104365,7.598622090479683,0,0,240.8663732468512,414-003139-A,414
414-003139-A-0341,Oruro,Urbano,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,2.0,8.0,,,,4.0,414-003139-A,414,0.8994827594978846,0,0,0,1,0,1,1,1,1,1,1,0,1,0,1.0,0.0,1.0,1.0,Hombre,61.0,17.0,1,Castellano,1,1,0,8.099453077148054,8.099453077148054,0,0,240.8663732468512,414-003139-A,414
414-003139-A-0311,Oruro,Urbano,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,3.0,8.0,,,,2.0,414-003139-A,414,0.8994827594978846,0,0,0,0,0,0,1,1,1,1,1,1,1,1,5.0,4.0,0.6,3.0,Hombre,25.0,17.0,1,Castellano,1,1,0,8.02867253469912,7.704336181159068,0,0,240.8663732468512,414-003139-A,414
414-003139-A-0161,Oruro,Urbano,1.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,,2.0,,,,,,,,,2.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,,3.0,1.0,,,2.0,4.0,414-003139-A,414,0.8994827594978846,1,3,1,0,0,1,1,1,1,1,1,0,1,0,1.0,0.0,1.0,1.0,Mujer,21.0,12.0,1,Castellano,1,1,0,7.824445930877619,8.184095255433974,0,0,240.8663732468512,414-003139-A,414
414-003139-A-0221,Oruro,Urbano,1.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,2.0,,,,,,,,,1.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,,3.0,2.0,,,2.0,4.0,414-003139-A,414,0.8994827594978846,1,1,1,0,0,1,1,1,1,1,1,1,1,1,5.0,2.0,0.2,1.0,Hombre,88.0,17.0,0,Castellano,1,1,0,,8.338066525518801,0,0,240.8663732468512,414-003139-A,414
413-001878-A-0011,Oruro,Urbano,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,,2.0,,,,,,,,,2.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,,2.0,8.0,,,,3.0,413-001878-A,413,0.7383937881569217,1,1,0,1,0,1,0,1,1,1,1,1,1,1,2.0,1.0,1.0,2.0,Mujer,53.0,17.0,1,Castellano,1,1,0,,7.575328208422652,0,0,197.72945273641986,413-001878-A,413
413-001878-A-0051,Oruro,Urbano,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,2.0,8.0,,,,3.0,413-001878-A,413,0.7383937881569217,0,0,0,1,0,1,0,1,1,1,1,1,1,1,5.0,4.0,0.6,3.0,Hombre,44.0,6.0,1,Castellano,1,1,0,8.268218880067506,7.183702043752463,0,0,197.72945273641986,413-001878-A,413
413-001878-A-0081,Oruro,Urbano,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,2.0,4.0,,,2.0,4.0,413-001878-A,413,0.7383937881569217,0,0,1,1,0,1,1,1,1,1,1,1,1,0,2.0,2.0,2.0,4.0,Mujer,33.0,17.0,0,Castellano,1,1,0,,6.8885724595653635,1,0,197.72945273641986,413-001878-A,413
413-001878-A-0111,Oruro,Urbano,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,1.0,8.0,,,,4.0,413-001878-A,413,0.7383937881569217,0,0,0,1,0,1,1,1,1,1,1,1,1,0,2.0,1.0,1.5,3.0,Hombre,38.0,17.0,0,Castellano,1,1,0,7.659642954564682,6.566672429803241,1,0,197.72945273641986,413-001878-A,413
413-001878-A-0271,Oruro,Urbano,4.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,2.0,8.0,,,,4.0,413-001878-A,413,0.7383937881569217,0,0,0,1,0,1,1,1,1,1,1,1,1,1,4.0,3.0,1.5,6.0,Mujer,22.0,17.0,0,Castellano,1,1,0,,5.8256313078188295,1,1,197.72945273641986,413-001878-A,413
413-001878-A-0371,Oruro,Urbano,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,3.0,8.0,,,,4.0,413-001878-A,413,0.7383937881569218,0,0,0,0,0,0,0,1,1,1,1,1,1,0,5.0,4.0,0.6,3.0,Mujer,16.0,10.0,0,Castellano,1,1,0,,6.778690111636488,1,0,197.72945273641986,413-001878-A,413
413-001878-A-0311,Oruro,Urbano,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,3.0,8.0,,,,2.0,413-001878-A,413,0.7383937881569217,0,0,0,0,0,1,0,1,1,1,1,1,1,0,2.0,1.0,0.5,1.0,Hombre,44.0,12.0,1,Castellano,1,1,0,8.386362946512449,8.386362946512449,0,0,197.72945273641986,413-001878-A,413
413-001878-A-0341,Oruro,Urbano,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,3.0,8.0,,,,2.0,413-001878-A,413,0.7383937881569218,0,0,0,0,0,1,1,1,1,1,1,1,1,0,4.0,3.0,1.0,4.0,Mujer,15.0,10.0,0,Castellano,1,1,0,,6.399218700019618,1,1,197.72945273641986,413-001878-A,413
413-001878-A-0241,Oruro,Urbano,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,2.0,8.0,,,,4.0,413-001878-A,413,0.7383937881569217,0,0,0,1,0,1,1,1,1,1,1,1,1,0,2.0,1.0,1.5,3.0,Mujer,26.0,12.0,1,Originaria,1,1,0,,6.837451996407604,1,0,197.72945273641986,413-001878-A,413
413-001878-A-0211,Oruro,Urbano,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,,2.0,,,,,,,,,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,,3.0,1.0,,,2.0,3.0,413-001878-A,413,0.7383937881569217,1,1,1,0,0,1,0,1,0,1,1,1,1,0,1.0,0.0,3.0,3.0,Mujer,29.0,17.0,0,Castellano,1,1,0,7.937731775260109,6.989642475945203,1,0,197.72945273641986,413-001878-A,413
413-001878-A-0181,Oruro,Urbano,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,,,,,,,,,,,,,,,,,,,,3.0,8.0,,,,2.0,413-001878-A,413,0.7383937881569217,0,0,0,0,0,0,0,1,1,1,1,1,1,0,1.0,1.0,2.0,2.0,Mujer,26.0,10.0,0,Castellano,1,1,0,,7.412160334945205,0,0,197.72945273641986,413-001878-A,413
413-001878-A-0141,Oruro,Urbano,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,3.0,8.0,,,,2.0,413-001878-A,413,0.7383937881569217,0,0,0,0,0,1,0,1,1,1,1,1,1,1,3.0,2.0,1.0,3.0,Mujer,52.0,4.0,1,Originaria,1,1,0,7.170119543449628,7.326904087418154,0,0,197.72945273641986,413-001878-A,413
414-002893-A-0061,Oruro,Urbano,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,3.0,8.0,,,,1.0,414-002893-A,414,1.1632408619070387,0,0,0,0,0,1,1,1,1,1,1,1,1,1,2.0,1.0,1.0,2.0,Hombre,62.0,17.0,1,Castellano,1,1,0,,7.893012215321015,0,0,311.49636239442407,414-002893-A,414
414-002893-A-0011,Oruro,Urbano,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,2.0,8.0,,,,2.0,414-002893-A,414,1.1632408619070387,0,0,0,1,0,1,1,1,1,1,1,1,0,1,2.0,1.0,0.5,1.0,Mujer,80.0,4.0,1,Originaria,1,1,0,,7.76046702921342,0,0,311.49636239442407,414-002893-A,414
414-002893-A-0041,Oruro,Urbano,1.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,2.0,,,,,,,,,2.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,,2.0,8.0,,,,3.0,414-002893-A,414,1.1632408619070387,1,1,0,1,0,1,1,1,1,1,1,1,1,0,1.0,1.0,2.0,2.0,Mujer,48.0,17.0,1,Castellano,1,1,0,6.90875477931522,6.621405651764134,1,0,311.49636239442407,414-002893-A,414
414-002893-A-0031,Oruro,Urbano,3.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,,2.0,,,,,,,,,2.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,,2.0,8.0,,,,2.0,414-002893-A,414,1.1632408619070387,1,2,0,1,0,1,1,1,1,1,1,1,1,0,2.0,2.0,1.5,3.0,Mujer,22.0,17.0,0,Extranjera,1,1,0,,7.741099090035366,0,0,311.49636239442407,414-002893-A,414
414-002893-A-0161,Oruro,Urbano,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,2.0,1.0,,,2.0,3.0,414-002893-A,414,1.1632408619070387,0,0,1,1,0,1,1,1,1,1,1,1,1,0,1.0,0.0,2.0,2.0,Mujer,33.0,17.0,0,Castellano,1,1,0,7.496097345175956,6.80903930604298,1,0,311.49636239442407,414-002893-A,414
414-002893-A-0181,Oruro,Urbano,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,,2.0,,,,,,,,,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,,3.0,8.0,,,,3.0,414-002893-A,414,1.1632408619070387,1,1,0,0,0,0,0,1,1,1,1,1,1,1,2.0,1.0,1.0,2.0,Hombre,56.0,4.0,1,Castellano,1,1,0,7.660444119247559,7.07905799705649,1,0,311.49636239442407,414-002893-A,414
414-002893-A-0141,Oruro,Urbano,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,1.0,8.0,,,,4.0,414-002893-A,414,1.1632408619070387,0,0,0,1,0,1,1,1,1,1,1,1,1,1,3.0,1.0,0.67,2.0,Hombre,66.0,6.0,1,Castellano,1,1,0,6.295727149706984,6.795938760321509,1,0,311.49636239442407,414-002893-A,414
414-002893-A-0191,Oruro,Urbano,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,2.0,8.0,,,,3.0,414-002893-A,414,1.1632408619070387,0,0,0,1,0,1,0,1,1,1,1,1,1,0,1.0,0.0,2.0,2.0,Hombre,62.0,6.0,1,Castellano,1,1,0,7.170119543449628,7.029677846919374,1,0,311.49636239442407,414-002893-A,414
414-002893-A-0081,Oruro,Urbano,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,3.0,8.0,,,,2.0,414-002893-A,414,1.1632408619070387,0,0,0,0,0,0,1,1,1,1,1,1,1,0,1.0,1.0,3.0,3.0,Hombre,23.0,12.0,0,Castellano,1,1,0,,7.065138834295335,1,0,311.49636239442407,414-002893-A,414
414-002893-A-0111,Oruro,Urbano,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,3.0,8.0,,,,3.0,414-002893-A,414,1.1632408619070387,0,0,0,0,0,1,1,1,1,1,1,1,1,0,2.0,2.0,2.0,4.0,Mujer,48.0,6.0,1,Castellano,1,1,0,7.989899374942939,6.901234061991872,1,0,311.49636239442407,414-002893-A,414
414-002893-A-0091,Oruro,Urbano,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,,2.0,,,,,,,,,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,,3.0,8.0,,,,3.0,414-002893-A,414,1.1632408619070387,0,0,0,0,0,1,1,1,1,1,1,1,1,0,2.0,1.0,1.5,3.0,Mujer,27.0,17.0,0,Castellano,1,1,0,8.17263504118305,7.5219795317854246,0,0,311.49636239442407,414-002893-A,414
413-002391-A-0021,Oruro,Urbano,4.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,3.0,8.0,,,,2.0,413-002391-A,413,0.6815942659910047,0,0,0,0,0,1,1,1,1,1,1,1,1,1,5.0,4.0,0.8,4.0,Hombre,19.0,12.0,0,Castellano,1,1,0,,7.123239494203178,1,0,182.51949483361832,413-002391-A,413
413-002391-A-0041,Oruro,Urbano,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,2.0,,,,,,,,,2.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,,3.0,8.0,,,,2.0,413-002391-A,413,0.6815942659910047,1,1,0,0,0,1,1,0,0,1,1,1,1,0,1.0,1.0,4.0,4.0,Mujer,33.0,17.0,1,Originaria,1,1,0,7.944704941880649,7.240100008035423,0,0,182.51949483361832,413-002391-A,413
413-002391-A-0051,Oruro,Urbano,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,4.0,8.0,,,,3.0,413-002391-A,413,0.6815942659910047,0,0,0,0,0,1,1,0,0,1,1,1,1,0,3.0,2.0,0.67,2.0,Mujer,48.0,17.0,0,Castellano,1,1,0,7.912117966184356,7.6166568551577605,0,0,182.51949483361832,413-002391-A,413
413-002391-A-0161,Oruro,Urbano,5.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,4.0,8.0,,,,4.0,413-002391-A,413,0.6815942659910047,0,0,0,0,0,1,1,1,1,1,1,1,1,0,4.0,3.0,1.5,6.0,Mujer,26.0,17.0,0,Castellano,1,1,0,,7.279721081415564,0,0,182.51949483361832,413-002391-A,413
413-002391-A-0141,Oruro,Urbano,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,3.0,8.0,,,,3.0,413-002391-A,413,0.6815942659910047,0,0,0,0,0,0,0,1,0,1,1,1,0,1,1.0,1.0,1.0,1.0,Mujer,77.0,4.0,1,Originaria,0,1,0,,6.391358541970983,1,1,182.51949483361832,413-002391-A,413
413-002391-A-0131,Oruro,Urbano,4.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,2.0,8.0,,,,2.0,413-002391-A,413,0.6815942659910047,0,0,0,1,0,0,0,1,1,1,1,1,1,0,3.0,3.0,1.67,5.0,Hombre,27.0,17.0,0,Castellano,1,1,0,6.073044534100405,6.963379136543863,1,0,182.51949483361832,413-002391-A,413
413-002391-A-0171,Oruro,Urbano,4.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,2.0,,,,,,,,,1.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,,2.0,8.0,,,,4.0,413-002391-A,413,0.6815942659910047,1,1,0,1,0,1,1,1,1,1,1,1,1,0,6.0,5.0,1.0,6.0,Mujer,25.0,17.0,1,Castellano,1,1,0,,7.613324979540639,0,0,182.51949483361832,413-002391-A,413
413-002391-A-0081,Oruro,Urbano,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,3.0,8.0,,,,4.0,413-002391-A,413,0.6815942659910047,0,0,0,0,0,1,1,1,1,1,1,1,1,1,5.0,3.0,0.4,2.0,Mujer,46.0,17.0,1,Castellano,1,1,0,8.517393171418904,8.699681400989514,0,0,182.51949483361832,413-002391-A,413
413-002391-A-0071,Oruro,Urbano,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,3.0,8.0,,,,2.0,413-002391-A,413,0.6815942659910047,0,0,0,0,0,0,1,1,1,1,1,1,0,1,3.0,1.0,0.33,1.0,Mujer,89.0,4.0,0,Castellano,1,1,0,6.073044534100405,8.002359546252707,0,0,182.51949483361832,413-002391-A,413
412-001137-A-0031,Oruro,Urbano,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,3.0,8.0,,,,2.0,412-001137-A,412,0.4832072957515171,0,0,0,0,0,1,1,1,1,1,1,1,1,1,3.0,2.0,0.67,2.0,Hombre,50.0,10.0,1,Castellano,1,1,0,7.8628820346414905,7.916321227599959,0,0,129.39479675970404,412-001137-A,412
412-001137-A-0051,Oruro,Urbano,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,3.0,8.0,,,,3.0,412-001137-A,412,0.4832072957515171,0,0,0,0,0,1,1,1,1,1,1,1,1,0,4.0,3.0,1.0,4.0,Mujer,34.0,17.0,0,Castellano,1,1,0,,7.069108508563738,1,0,129.39479675970404,412-001137-A,412
412-001137-A-0071,Oruro,Urbano,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,3.0,8.0,,,,3.0,412-001137-A,412,0.4832072957515171,0,0,0,0,0,1,0,1,1,1,1,1,1,0,1.0,1.0,2.0,2.0,Hombre,29.0,12.0,0,Castellano,1,1,0,7.937731775260109,8.202756381655638,0,0,129.39479675970404,412-001137-A,412
412-001137-A-0221,Oruro,Urbano,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,2.0,8.0,,,,2.0,412-001137-A,412,0.4832072957515171,0,0,0,1,0,1,1,1,1,1,1,1,1,0,4.0,2.0,0.75,3.0,Mujer,24.0,17.0,1,Castellano,1,0,1,,6.477228771570657,1,1,129.39479675970404,412-001137-A,412
412-001137-A-0191,Oruro,Urbano,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,3.0,8.0,,,,4.0,412-001137-A,412,0.4832072957515171,0,0,0,0,0,1,1,1,1,1,1,1,1,1,5.0,4.0,0.8,4.0,Mujer,17.0,10.0,0,Castellano,1,1,0,,6.752270376141742,1,0,129.39479675970404,412-001137-A,412
412-001137-A-0211,Oruro,Urbano,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,2.0,8.0,,,,3.0,412-001137-A,412,0.4832072957515171,0,0,0,1,0,1,1,1,1,1,1,1,1,1,3.0,1.0,0.67,2.0,Hombre,60.0,17.0,1,Castellano,1,1,0,8.661466680572662,8.002526868264308,0,0,129.39479675970404,412-001137-A,412
412-001137-A-0171,Oruro,Urbano,4.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,2.0,8.0,,,,4.0,412-001137-A,412,0.4832072957515171,0,0,0,1,0,1,1,1,1,1,1,1,1,1,6.0,5.0,0.83,5.0,Mujer,20.0,17.0,1,Castellano,1,1,0,,7.27655640271871,0,0,129.39479675970404,412-001137-A,412
412-001137-A-0131,Oruro,Urbano,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,3.0,8.0,,,,2.0,412-001137-A,412,0.4832072957515171,0,0,0,0,0,1,1,1,1,1,1,1,1,1,2.0,1.0,1.0,2.0,Mujer,50.0,17.0,1,Castellano,1,1,0,8.792448393579237,8.94476767497361,0,0,129.39479675970404,412-001137-A,412
412-001137-A-0091,Oruro,Urbano,1.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,,2.0,,,,,,,,,2.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,,3.0,8.0,,,,4.0,412-001137-A,412,0.4832072957515171,1,2,0,0,0,0,1,1,1,1,1,1,1,0,1.0,0.0,1.0,1.0,Mujer,60.0,17.0,0,Castellano,1,1,0,7.797428179521817,7.797428179521817,0,0,129.39479675970404,412-001137-A,412
412-001137-A-0151,Oruro,Urbano,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,3.0,8.0,,,,4.0,412-001137-A,412,0.4832072957515171,0,0,0,0,0,1,1,1,1,1,1,1,1,0,2.0,2.0,1.5,3.0,Mujer,28.0,17.0,0,Castellano,1,1,0,8.264389925176197,7.492779546363055,0,0,129.39479675970404,412-001137-A,412
412-000703-A-0011,Oruro,Urbano,1.0,2.0,1.0,2.0,2.0,2.0,2.0,4.0,4.0,2.0,2.0,4.0,2.0,,2.0,,,,,,,,,2.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,,2.0,8.0,,,,2.0,412-000703-A,412,0.8583682396579744,1,1,0,1,0,0,0,1,1,1,1,1,1,1,2.0,2.0,1.0,2.0,Mujer,63.0,0.0,1,Originaria,1,1,0,7.019862951997337,6.810858801389286,1,0,229.85659548618233,412-000703-A,412
412-000703-A-0031,Oruro,Urbano,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,4.0,4.0,,2.0,,,,,,,,,2.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,,4.0,8.0,,,,3.0,412-000703-A,412,0.8583682396579746,1,1,0,0,0,1,1,1,1,1,1,1,1,1,4.0,3.0,0.75,3.0,Hombre,45.0,10.0,0,Castellano,1,1,0,9.066585468331045,8.77448813819257,0,0,229.85659548618233,412-000703-A,412
412-000703-A-0051,Oruro,Urbano,2.0,2.0,2.0,2.0,2.0,3.0,1.0,2.0,4.0,2.0,4.0,4.0,4.0,,2.0,,,,,,,,,1.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,,3.0,8.0,,,,4.0,412-000703-A,412,0.8583682396579744,1,1,0,0,0,1,1,1,1,1,1,1,1,0,1.0,1.0,2.0,2.0,Mujer,54.0,10.0,1,Originaria,1,1,0,,7.180158657222434,0,0,229.85659548618233,412-000703-A,412
412-000703-A-0061,Oruro,Urbano,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,,,,,,,,,,,,,,,,,,,,3.0,8.0,,,,3.0,412-000703-A,412,0.8583682396579744,0,0,0,0,0,1,1,1,1,1,1,1,1,1,6.0,2.0,0.5,3.0,Mujer,49.0,17.0,1,Castellano,1,1,0,8.914984464679486,8.39963510604258,0,0,229.85659548618233,412-000703-A,412
412-000703-A-0161,Oruro,Urbano,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,3.0,8.0,,,,2.0,412-000703-A,412,0.8583682396579744,0,0,0,0,0,1,1,1,1,1,1,1,1,1,2.0,2.0,1.0,2.0,Mujer,52.0,12.0,0,Castellano,1,1,0,5.707110264748875,5.017279836814924,1,1,229.85659548618233,412-000703-A,412
412-000703-A-0191,Oruro,Urbano,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,3.0,4.0,,,2.0,2.0,412-000703-A,412,0.8583682396579744,0,0,1,0,0,1,1,1,1,1,1,1,0,0,1.0,1.0,1.0,1.0,Hombre,37.0,17.0,1,Castellano,1,1,0,8.348523606867934,8.348523606867934,0,0,229.85659548618233,412-000703-A,412
412-000703-A-0211,Oruro,Urbano,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,3.0,8.0,,,,2.0,412-000703-A,412,0.8583682396579744,0,0,0,0,0,1,1,1,1,1,1,1,0,0,2.0,2.0,1.0,2.0,Hombre,56.0,12.0,0,Castellano,1,1,0,7.0825485693553,7.204892510204673,0,0,229.85659548618233,412-000703-A,412
412-000703-A-0171,Oruro,Urbano,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,3.0,8.0,,,,2.0,412-000703-A,412,0.8583682396579744,0,0,0,0,0,1,1,1,1,1,1,1,1,0,1.0,1.0,3.0,3.0,Mujer,31.0,12.0,0,Castellano,1,0,1,,6.096575054404505,1,1,229.85659548618233,412-000703-A,412
412-000703-A-0081,Oruro,Urbano,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,3.0,8.0,,,,4.0,412-000703-A,412,0.8583682396579744,0,0,0,0,0,1,1,1,1,1,1,1,1,0,3.0,2.0,0.67,2.0,Mujer,54.0,17.0,1,Castellano,1,1,0,8.036789022957507,7.34396513567276,0,0,229.85659548618233,412-000703-A,412
414-003547-A-0101,Oruro,Urbano,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,2.0,,,,,,,,,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,,3.0,8.0,,,,4.0,414-003547-A,414,1.1934851243166213,1,1,0,0,0,1,1,1,1,1,1,1,1,0,1.0,0.0,2.0,2.0,Hombre,62.0,10.0,1,Castellano,1,1,0,,7.077990231183912,1,0,319.59526781667904,414-003547-A,414
